央视频道,#genre#
陕西卫视,http://t.061899.xyz/tl/tl.php?id=sxws
甘肃卫视,http://t.061899.xyz/tl/tl.php?id=gsws
新疆卫视,http://t.061899.xyz/tl/tl.php?id=xjws
吉林卫视,http://t.061899.xyz/tl/tl.php?id=jlws
西藏卫视,http://t.061899.xyz/tl/tl.php?id=xzws
内蒙古视,http://t.061899.xyz/tl/tl.php?id=nmgws
黑龙江视,http://t.061899.xyz/tl/tl.php?id=hljws
北京卫视,http://rihou.cc:555/tv/[JR]北京卫视
东方卫视,http://rihou.cc:555/tv/[JR]东方卫视
浙江卫视,http://rihou.cc:555/tv/[JR]浙江卫视
江苏卫视,http://rihou.cc:555/tv/[JR]江苏卫视
湖南卫视,http://rihou.cc:555/tv/[JR]湖南卫视
广东卫视,http://rihou.cc:555/tv/[JR]广东卫视
深圳卫视,http://rihou.cc:555/tv/[JR]深圳卫视
天津卫视,http://rihou.cc:555/tv/[JR]天津卫视
安徽卫视,http://rihou.cc:555/tv/[JR]安徽卫视
山东卫视,http://rihou.cc:555/tv/[JR]山东卫视
山西卫视,http://rihou.cc:555/tv/[JR]山西卫视
辽宁卫视,http://rihou.cc:555/tv/[JR]辽宁卫视
河北卫视,http://rihou.cc:555/tv/[JR]河北卫视
河南卫视,http://rihou.cc:555/tv/[JR]河南卫视
江西卫视,http://rihou.cc:555/tv/[JR]江西卫视
四川卫视,http://rihou.cc:555/tv/[JR]四川卫视
重庆卫视,http://rihou.cc:555/tv/[JR]重庆卫视
贵州卫视,http://rihou.cc:555/tv/[JR]贵州卫视
湖北卫视,http://rihou.cc:555/tv/[JR]湖北卫视
广西卫视,http://rihou.cc:555/tv/[JR]广西卫视
云南卫视,http://rihou.cc:555/tv/[JR]云南卫视
东南卫视,http://rihou.cc:555/tv/[JR]东南卫视
海南卫视,http://rihou.cc:555/tv/[JR]海南卫视
青海卫视,http://rihou.cc:555/tv/[JR]青海卫视
陕西卫视,http://rihou.cc:555/tv/[JR]陕西卫视
甘肃卫视,http://rihou.cc:555/tv/[JR]甘肃卫视
吉林卫视,http://rihou.cc:555/tv/[JR]吉林卫视
内蒙古视,http://rihou.cc:555/tv/[JR]内蒙古视
黑龙江视,http://rihou.cc:555/tv/[JR]黑龙江视
北京卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=bjws
东方卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dfws
浙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=zjws
江苏卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jsws
湖南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hunws
广东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gdws
深圳卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=szws
天津卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=tjws
安徽卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=ahws
山东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sdws
辽宁卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=lnws
河北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hbws
河南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hnws
江西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jxws
四川卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=scws
重庆卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cqws
贵州卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gzws
湖北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hubws
广西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gxws
东南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dnws
海南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hinws
青海卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=qhws
吉林卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws
黑龙江视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hljws
北京卫视,http://j.s.bkpcp.top/jj/bjws
东方卫视,http://j.s.bkpcp.top/jj/dfws
浙江卫视,http://j.s.bkpcp.top/jj/zjws
江苏卫视,http://j.s.bkpcp.top/jj/jsws
湖南卫视,http://j.s.bkpcp.top/jj/hunws
广东卫视,http://j.s.bkpcp.top/jj/gdws
深圳卫视咪4k,http://j.s.bkpcp.top/jj/szws
山东卫视,http://j.s.bkpcp.top/jj/sdws
河南卫视,http://j.s.bkpcp.top/jj/hnws
江西卫视,http://j.s.bkpcp.top/jj/jxws
湖北卫视,http://j.s.bkpcp.top/jj/hubws
海南卫视,http://j.s.bkpcp.top/jj/hinws
陕西卫视,http://j.s.bkpcp.top/jj/sxws
兵团卫视,http://j.s.bkpcp.top/jj/btws
黑龙江视,http://j.s.bkpcp.top/jj/hljws
北京卫视,http://rihou.cc:555/tv/[mg]北京卫视
东方卫视,http://rihou.cc:555/tv/[mg]东方卫视
浙江卫视,http://rihou.cc:555/tv/[mg]浙江卫视
江苏卫视,http://rihou.cc:555/tv/[mg]江苏卫视
湖南卫视,http://rihou.cc:555/tv/[mg]湖南卫视
广东卫视,http://rihou.cc:555/tv/[mg]广东卫视
深圳卫视,http://rihou.cc:555/tv/[mg]深圳卫视
山东卫视,http://rihou.cc:555/tv/[mg]山东卫视
河南卫视,http://rihou.cc:555/tv/[mg]河南卫视
江西卫视,http://rihou.cc:555/tv/[mg]江西卫视
湖北卫视,http://rihou.cc:555/tv/[mg]湖北卫视
海南卫视,http://rihou.cc:555/tv/[mg]海南卫视
陕西卫视,http://rihou.cc:555/tv/[mg]陕西卫视
兵团卫视,http://rihou.cc:555/tv/[mg]兵团卫视
黑龙江视,http://rihou.cc:555/tv/[mg]黑龙江视
北京卫视,http://go.bkpcp.top/mg/bjws
东方卫视,http://go.bkpcp.top/mg/dfws
浙江卫视,http://go.bkpcp.top/mg/zjws
江苏卫视,http://go.bkpcp.top/mg/jsws
湖南卫视,http://go.bkpcp.top/mg/hunws
广东卫视,http://go.bkpcp.top/mg/gdws
深圳卫视咪4k,http://go.bkpcp.top/mg/szws
山东卫视,http://go.bkpcp.top/mg/sdws
河南卫视,http://go.bkpcp.top/mg/hnws
江西卫视,http://go.bkpcp.top/mg/jxws
湖北卫视,http://go.bkpcp.top/mg/hubws
海南卫视,http://go.bkpcp.top/mg/hinws
陕西卫视,http://go.bkpcp.top/mg/sxws
兵团卫视,http://go.bkpcp.top/mg/btws
黑龙江视,http://go.bkpcp.top/mg/hljws
北京卫视,http://t.061899.xyz/tl/tl.php?id=bjws
东方卫视,http://t.061899.xyz/tl/tl.php?id=dfws
浙江卫视,http://t.061899.xyz/tl/tl.php?id=zjws
江苏卫视,http://t.061899.xyz/tl/tl.php?id=jsws
湖南卫视,http://t.061899.xyz/tl/tl.php?id=hunws
广东卫视,http://t.061899.xyz/tl/tl.php?id=gdws
深圳卫视,http://t.061899.xyz/tl/tl.php?id=szws
天津卫视,http://t.061899.xyz/tl/tl.php?id=tjws
安徽卫视,http://t.061899.xyz/tl/tl.php?id=ahws
山东卫视,http://t.061899.xyz/tl/tl.php?id=sdws
山西卫视,http://t.061899.xyz/tl/tl.php?id=sxiws
辽宁卫视,http://t.061899.xyz/tl/tl.php?id=lnws
河北卫视,http://t.061899.xyz/tl/tl.php?id=hbws
河南卫视,http://t.061899.xyz/tl/tl.php?id=hnws
江西卫视,http://t.061899.xyz/tl/tl.php?id=jxws
四川卫视,http://t.061899.xyz/tl/tl.php?id=scws
重庆卫视,http://t.061899.xyz/tl/tl.php?id=cqws
贵州卫视,http://t.061899.xyz/tl/tl.php?id=gzws
湖北卫视,http://t.061899.xyz/tl/tl.php?id=hubws
广西卫视,http://t.061899.xyz/tl/tl.php?id=gxws
东南卫视,http://t.061899.xyz/tl/tl.php?id=dnws
海南卫视,http://t.061899.xyz/tl/tl.php?id=hinws
青海卫视,http://t.061899.xyz/tl/tl.php?id=qhws
宁夏卫视,http://t.061899.xyz/tl/tl.php?id=nxws
陕西卫视,http://t.061899.xyz/tl/tl.php?id=sxws
甘肃卫视,http://t.061899.xyz/tl/tl.php?id=gsws
新疆卫视,http://t.061899.xyz/tl/tl.php?id=xjws
吉林卫视,http://t.061899.xyz/tl/tl.php?id=jlws
西藏卫视,http://t.061899.xyz/tl/tl.php?id=xzws
内蒙古视,http://t.061899.xyz/tl/tl.php?id=nmgws
黑龙江视,http://t.061899.xyz/tl/tl.php?id=hljws
广东卫视,http://23.237.228.134/live6/guangdong.m3u8
广东卫视,http://go.bkpcp.top/mg/gdws
广东卫视,http://go.bkpcp.top/mg/gdws
江苏卫视,http://m.bkpcp.top/mg/jsws
东方卫视4k,http://go.bkpcp.top/mg/dfws
湖南卫视,http://23.237.228.134/live6/hunan.m3u8
湖南卫视,http://211.154.19.122:1323/yspidnew/ysppyid.php?c=MjAyNDA1NDgwM3w2MDAwMDI0NzV8Zmhk
湖南卫视,http://114.66.3.23:1991/hnws.php?id=hnws4k
陕西卫视,http://go.bkpcp.top/mg/sxws
江西卫视,http://go.bkpcp.top/mg/jxws
湖北卫视,http://go.bkpcp.top/mg/hubws
吉林卫视,http://go.bkpcp.top/mg/jlws
河南卫视,http://go.bkpcp.top/mg/hnws
东南卫视,http://go.bkpcp.top/mg/dnws
大湾区卫视,http://go.bkpcp.top/mg/dwqws
海南卫视,http://go.bkpcp.top/mg/hinws
北京卫视,http://go.bkpcp.top/mg/bjws
天津卫视,http://go.bkpcp.top/mg/tjws
辽宁卫视,http://go.bkpcp.top/mg/lnws
重庆卫视,http://go.bkpcp.top/mg/cqws
黑龙江卫视,http://go.bkpcp.top/mg/hljws
河北卫视,http://go.bkpcp.top/mg/hbws
山西卫视,http://go.bkpcp.top/mg/sxiws
山东卫视,http://go.bkpcp.top/mg/sdws
安徽卫视,http://go.bkpcp.top/mg/ahws
深圳卫视,http://go.bkpcp.top/mg/szws
广西卫视,http://go.bkpcp.top/mg/gxws
云南卫视,http://go.bkpcp.top/mg/ynws
宁夏卫视,http://go.bkpcp.top/mg/nxws
贵州卫视,http://go.bkpcp.top/mg/gzws
四川卫视,http://go.bkpcp.top/mg/scws
新疆卫视,http://go.bkpcp.top/mg/xjws
西藏卫视,http://go.bkpcp.top/mg/xzws
黑龙江卫视,http://zmgd.zyrnet.com:8888/hls/63/index.m3u8
北京卫视,http://go.061899.xyz/mg/bjws
东方卫视,http://go.061899.xyz/mg/dfws
河南卫视,http://go.061899.xyz/mg/hnws
河北卫视,http://go.061899.xyz/mg/hbws
江苏卫视,http://go.061899.xyz/mg/jsws
四川卫视,http://go.061899.xyz/mg/scws
江西卫视,http://go.061899.xyz/mg/jxws
广东卫视,http://go.061899.xyz/mg/gdws
大湾区卫视,http://go.061899.xyz/mg/dwqws
湖北卫视,http://go.061899.xyz/mg/hubws
吉林卫视,http://go.061899.xyz/mg/jlws
海南卫视,http://go.061899.xyz/mg/hinws
海峡卫视,http://go.061899.xyz/mg/hxws
四川卫视,http://183.221.92.176:50080/hls/16/index.m3u8
四川卫视,http://61.157.139.7:8888/hls/18/index.m3u8
云南卫视,http://zmgd.zyrnet.com:8888/hls/62/index.m3u8
黑龙江卫视,http://zmgd.zyrnet.com:8888/hls/63/index.m3u8
黑龙江卫视,http://go.061899.xyz/mg/hljws
内蒙古卫视,http://go.061899.xyz/mg/nmgws
甘肃卫视,http://go.061899.xyz/mg/gsws
湖南卫视,http://go.061899.xyz/mg/hunws
西藏卫视,http://go.061899.xyz/mg/xzws
北京卫视,http://iptv.catvod.com/live/ysp?cnlid=2024052703&livepid=600002309&defn=fhd
东方卫视,http://iptv.catvod.com/live/ysp?cnlid=2024054503&livepid=600002483&defn=fhd
江苏卫视,http://iptv.catvod.com/live/ysp?cnlid=2024171103&livepid=600002521&defn=fhd
浙江卫视,http://iptv.catvod.com/live/ysp?cnlid=2024054703&livepid=600002520&defn=fhd
湖南卫视,http://iptv.catvod.com/live/ysp?cnlid=2024054803&livepid=600002475&defn=fhd
湖北卫视,http://iptv.catvod.com/live/ysp?cnlid=2024171203&livepid=600002508&defn=fhd
广东卫视,http://iptv.catvod.com/live/ysp?cnlid=2024060903&livepid=600002485&defn=fhd
广西卫视,http://iptv.catvod.com/live/ysp?cnlid=2024060703&livepid=600002509&defn=fhd
黑龙江卫视,http://iptv.catvod.com/live/ysp?cnlid=2029797003&livepid=600002498&defn=fhd
海南卫视,http://iptv.catvod.com/live/ysp?cnlid=2024055603&livepid=600002506&defn=fhd
重庆卫视,http://iptv.catvod.com/live/ysp?cnlid=2024061103&livepid=600002531&defn=fhd
中国教育电视台1频道,http://iptv.catvod.com/live/ysp?cnlid=2022823801&livepid=600171827&defn=fhd
深圳卫视,http://iptv.catvod.com/live/ysp?cnlid=2024061303&livepid=600002481&defn=fhd
四川卫视,http://iptv.catvod.com/live/ysp?cnlid=2024061403&livepid=600002516&defn=fhd
河南卫视,http://iptv.catvod.com/live/ysp?cnlid=2029797303&livepid=600002525&defn=fhd
福建东南卫视,http://iptv.catvod.com/live/ysp?cnlid=2024061503&livepid=600002484&defn=fhd
贵州卫视,http://iptv.catvod.com/live/ysp?cnlid=2024061603&livepid=600002490&defn=fhd
江西卫视,http://iptv.catvod.com/live/ysp?cnlid=2024061703&livepid=600002503&defn=fhd
辽宁卫视,http://iptv.catvod.com/live/ysp?cnlid=2024171303&livepid=600002505&defn=fhd
安徽卫视,http://iptv.catvod.com/live/ysp?cnlid=2024171403&livepid=600002532&defn=fhd
河北卫视,http://iptv.catvod.com/live/ysp?cnlid=2024171503&livepid=600002493&defn=fhd
山东卫视,http://iptv.catvod.com/live/ysp?cnlid=2029787903&livepid=600002513&defn=fhd
天津卫视,http://iptv.catvod.com/live/ysp?cnlid=2019927003&livepid=600152137&defn=fhd
陕西卫视,http://iptv.catvod.com/live/ysp?cnlid=2029795103&livepid=600190400&defn=fhd
内蒙古卫视,http://iptv.catvod.com/live/ysp?cnlid=2025561203&livepid=600190401&defn=fhd
甘肃卫视,http://iptv.catvod.com/live/ysp?cnlid=2025561703&livepid=600190408&defn=fhd
宁夏卫视,http://iptv.catvod.com/live/ysp?cnlid=2025608503&livepid=600190737&defn=fhd
山西卫视,http://iptv.catvod.com/live/ysp?cnlid=2025560803&livepid=600190407&defn=fhd
云南卫视,http://iptv.catvod.com/live/ysp?cnlid=2025561303&livepid=600190402&defn=fhd
吉林卫视,http://iptv.catvod.com/live/ysp?cnlid=2025561503&livepid=600190405&defn=fhd
青海卫视,http://iptv.catvod.com/live/ysp?cnlid=2025559103&livepid=600190406&defn=fhd
西藏卫视,http://iptv.catvod.com/live/ysp?cnlid=2025558003&livepid=600190403&defn=fhd
新疆卫视,http://iptv.catvod.com/live/ysp?cnlid=2019927403&livepid=600152138&defn=fhd
兵团卫视,http://iptv.catvod.com/live/ysp?cnlid=2025990501&livepid=600193252&defn=fhd
国学频道,http://iptv.catvod.com/live/ysp?cnlid=2029360403&livepid=600213139&defn=fhd
广东卫视,http://go.bkpcp.top/mg/gdws
江苏卫视,http://go.bkpcp.top/mg/jsws
东方卫视,http://go.bkpcp.top/mg/dfws
陕西卫视,http://go.bkpcp.top/mg/sxws
江西卫视,http://211.154.19.122:1323/migu720p.php?id=783847495
江西卫视,http://go.bkpcp.top/mg/jxws
湖北卫视,http://111.170.156.74:3344/湖北/cjy.php?id=hbws
湖北卫视,http://go.bkpcp.top/mg/hubws
吉林卫视,http://go.bkpcp.top/mg/jlws
河南卫视,http://go.bkpcp.top/mg/hnws
东南卫视,http://go.bkpcp.top/mg/dnws
大湾区卫视,http://go.bkpcp.top/mg/dwqws
海南卫视,http://go.bkpcp.top/mg/hinws
北京卫视,http://go.bkpcp.top/mg/bjws
天津卫视,http://go.bkpcp.top/mg/tjws
辽宁卫视,http://go.bkpcp.top/mg/lnws
重庆卫视,http://go.bkpcp.top/mg/cqws
黑龙江卫视,http://go.bkpcp.top/mg/hljws
内蒙古卫视,http://go.bkpcp.top/mg/nmgws
甘肃卫视,http://go.bkpcp.top/mg/gsws
河北卫视,http://go.bkpcp.top/mg/hbws
山西卫视,http://go.bkpcp.top/mg/sxiws
山东卫视,http://go.bkpcp.top/mg/sdws
安徽卫视,http://go.bkpcp.top/mg/ahws
深圳卫视,http://go.bkpcp.top/mg/szws
广西卫视,http://go.bkpcp.top/mg/gxws
云南卫视,http://go.bkpcp.top/mg/ynws
宁夏卫视,http://go.bkpcp.top/mg/nxws
贵州卫视,http://go.bkpcp.top/mg/gzws
四川卫视,http://go.bkpcp.top/mg/scws
新疆卫视,http://go.bkpcp.top/mg/xjws
西藏卫视,http://go.bkpcp.top/mg/xzws
广东卫视,http://111.170.156.74:3344/广东地方/gdtv.php?id=43
河南卫视,http://111.170.156.74:3344/河南频道/hntv.php?id=hnws
湖北卫视,http://111.170.156.74:3344/湖北/cjy.php?id=hbws
江苏卫视,http://111.170.156.74:3344/地方频道/jiangsu/jiangsu.php?id=jsws
陕西卫视,http://111.170.156.74:3344/地方频道/shanxi2/shanxi.php?id=sxws
河南卫视,http://111.170.156.74:3344/地方频道/henan/henan.php?id=hnws
深圳卫视,http://111.170.156.74:3344/地方频道/guangdong/shenzhen.php?id=szws
贵州卫视,http://111.170.156.74:3344/地方频道/guizhou/guizhou.php?id=gzws
海南卫视,http://111.170.156.74:3344/地方频道/hainan/hainan.php?id=hnws
三沙卫视,http://111.170.156.74:3344/地方频道/hainan/hainan.php?id=ssws
延边卫视,http://111.170.156.74:3344/地方频道/jilin/jilin.php?id=ybws
山西卫视,http://111.170.156.74:3344/地方频道/shanxi/shanxi.php?id=sxws
农林卫视,http://111.170.156.74:3344/地方频道/shanxi2/shanxi.php?id=nlws
海峡卫视,http://111.170.156.74:3344/地方频道/fujian/haibo.php?id=hxws
西藏卫视,http://111.170.156.74:3344/地方频道/xizang/xizang.php?id=xzws
藏语卫视,http://111.170.156.74:3344/地方频道/xizang/xizang.php?id=xzzy
内蒙古卫视,http://111.170.156.74:3344/地方频道/neimeng/neimeng.php?id=nmws
内蒙古蒙古语卫视,http://111.170.156.74:3344/地方频道/neimeng/neimeng.php?id=nmmyws
东方卫视,http://211.154.19.122:1323/migu720p.php?id=651632648
江苏卫视,http://211.154.19.122:1323/migu720p.php?id=623899368
广东卫视,http://211.154.19.122:1323/migu720p.php?id=608831231
河南卫视,http://211.154.19.122:1323/migu720p.php?id=790187291
陕西卫视,http://211.154.19.122:1323/migu720p.php?id=738910838
大湾区卫视,http://211.154.19.122:1323/migu720p.php?id=608917627
湖北卫视,http://211.154.19.122:1323/migu720p.php?id=947472496
吉林卫视,http://211.154.19.122:1323/migu720p.php?id=947472500
青海卫视,http://211.154.19.122:1323/migu720p.php?id=947472506
东南卫视,http://211.154.19.122:1323/migu720p.php?id=849116810
海南卫视,http://211.154.19.122:1323/migu720p.php?id=947472502
海峡卫视,http://211.154.19.122:1323/migu720p.php?id=849119120
农林卫视,http://211.154.19.122:1323/migu720p.php?id=956904896
兵团卫视,http://211.154.19.122:1323/migu720p.php?id=956923145
辽宁卫视,http://211.154.19.122:1323/migu720p.php?id=630291707
北京卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=b2e730bcb7e8468ea028135c602a561d
天津卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=f34309e518fb41579c46cbef4d56c51d
河北卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=39f6908c16d74aeab67c78eeb37e17dd
山西卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=39c3c7226f754f3e9cbebd8b5f0996ee
辽宁卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=196d1fb7186845c8ab06945beb60f428
内蒙古卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=74dd173b302c4aa9abf142e4034e0c87
吉林卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=0bb934949fe549e9be4ea3ff519eaec4
黑龙江卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=c77741c71cbb4f61bc9876826e267b51
东方卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=b03d633a64f14712b1b78ad5336fac2c
江苏卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=f485de429c064333b7cce20c6bbbc905
浙江卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=0b0936946bd7416fa80aaeb4072f369a
安徽卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=633fd677b4ce40ad85b127db4307921a
东南卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=74cd6a0403ff4ce7829f04d4cdf4c0a5
江西卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=0621912339cf40109a945afafc3069e2
山东卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=15d651d2389d46ba86eda710fcc1f68b
河南卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=47ebcda850e74c83897dd90ca72db658
湖北卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=894c6f103e094ab58f51cf0f96870a3d
广东卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=6766ec7717d64744bdbfd1c2068ebae6
广西卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=d45e1b2dbae6465a9b2e7a14f7749119
海南卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=54e5f81a605e428188bf7ff21c0df64c
四川卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=90edcdb6a18446d594228039a519b779
贵州卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=d6fc64f8f5e34444ba703bb79fda5da8
云南卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=f79e9c261fda4c3ba35d075a51814bbd
西藏卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=c52bd0a9ac294559841fa39d28d2c195
陕西卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=63fbcee70e0140c991541b5412c9552d
甘肃卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=dc13ed51077a4200a8a41e5e02457fdb
青海卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=49718a9c8d364f6b8c6e666739e90780
宁夏卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=782bc32aad614b6c9c078fd7bea95488
新疆卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=95b30ad2b3c14b32ac7f915769d080bb
兵团卫视,http://111.170.156.74:3344/标清卫视/xxqg.php?id=16bcdb12d690488286ffec580c9ca249
黑龙江卫视,http://zmgd.zyrnet.com:8888/hls/63/index.m3u8
北京卫视,http://go.061899.xyz/mg/bjws
东方卫视,http://go.061899.xyz/mg/dfws
河南卫视,http://go.061899.xyz/mg/hnws
河北卫视,http://go.061899.xyz/mg/hbws
江苏卫视,http://go.061899.xyz/mg/jsws
四川卫视,http://go.061899.xyz/mg/scws
江西卫视,http://go.061899.xyz/mg/jxws
广东卫视,http://go.061899.xyz/mg/gdws
大湾区卫视,http://go.061899.xyz/mg/dwqws
湖北卫视,http://go.061899.xyz/mg/hubws
吉林卫视,http://go.061899.xyz/mg/jlws
海南卫视,http://go.061899.xyz/mg/hinws
海峡卫视,http://go.061899.xyz/mg/hxws
四川卫视,http://183.221.92.176:50080/hls/16/index.m3u8
四川卫视,http://61.157.139.7:8888/hls/18/index.m3u8
云南卫视,http://zmgd.zyrnet.com:8888/hls/62/index.m3u8
黑龙江卫视,http://zmgd.zyrnet.com:8888/hls/63/index.m3u8
黑龙江卫视,http://go.061899.xyz/mg/hljws
内蒙古卫视,http://go.061899.xyz/mg/nmgws
甘肃卫视,http://go.061899.xyz/mg/gsws
湖南卫视,http://go.061899.xyz/mg/hunws
西藏卫视,http://go.061899.xyz/mg/xzws
东南卫视,http://111.170.156.74:3344/ysp.php?id=东南卫视

4K超高清频道,#genre#

北京卫视频4k,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/bjws4K.m3u8
东方卫视频4k,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/dfws4K.m3u8
浙江卫视频4k,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/zjws4K.m3u8
江苏卫视频4k,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/jsws4K.m3u8
深圳卫视频4k,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/szws4K.m3u8
广东卫视频4k,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/gdws4K.m3u8
山东卫视频4k,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/sdws4K.m3u8
四川卫视频4k,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/scws4K.m3u8
北京卫视频4k,http://106.53.99.30/tv/bj.php?id=bjws4k
东方卫视频4k,http://106.53.99.30/tv/api.php?id=dfws4k
浙江卫视频4k,https://play-qukan.cztv.com/live/1758879019692345.m3u8
江苏卫视频4k,http://124.116.170.138:8081/rtp/239.111.205.64:5140
湖南卫视频4k,http://106.53.99.30/tv/api.php?id=hnws4k
广东卫视频4k,http://124.116.170.138:8081/rtp/239.111.205.103:5140
深圳卫视频4k,http://106.53.99.30/tv/api.php?id=szws4k
山东卫视频4k,http://124.116.170.138:8081/rtp/239.111.205.66:5140
四川卫视频4k,http://124.116.170.138:8081/rtp/239.111.205.62:5140
北京卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.51:5140
东方卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.67:5140
浙江卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.65:5140
江苏卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.64:5140
湖南卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.63:5140
广东卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.103:5140
深圳卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.104:5140
山东卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.66:5140
四川卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.62:5140
北京卫视频4k,http://49.235.65.250:600/beijing/beijing.php?id=bjws4k
深圳卫视频4k,https://livepull-tcms.sztv.com.cn/live/sz4Kpgm.m3u8
苏州4k频道超,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
河北4k频道超,https://event.pull.hebtv.com:443/live/live101.m3u8
芒果4k频道超,https://ffmpeg.pendy.dpdns.org/mgtv/mgtv.m3u8
CCTV4K超高清,http://111.170.156.74:3344/央视/cctv.php?id=cctv4k
CCTV4K超高清,http://111.170.156.74:3344/ysp.php?id=CCTV4K
CCTV4K超高清,http://s.morefun.cn/cs1222/ysxw/cctv.php?id=cctv4k
CCTV4K超高清,http://111.170.156.74:3344/央卫频道/gitv.php?id=cctv4k
深圳卫视4K,https://cdn3.163189.xyz/163189/szws4k
四川卫视,http://go.bkpcp.top/mg/scws4k
北京卫视,http://go.bkpcp.top/mg/bjws4k
东方卫视4K,http://go.bkpcp.top/mg/dfws
浙江卫视4K,http://go.bkpcp.top/mg/zjws
湖南卫视4K,http://go.bkpcp.top/mg/hunws
黑龙江卫视,http://go.bkpcp.top/mg/hljws
江苏卫视,http://go.bkpcp.top/mg/jsws4k
广东卫视,http://go.bkpcp.top/mg/gdws4k
广东卫视4K超高清,http://go.061899.xyz/mg/gdws
北京卫视4K超高清,http://140.210.9.53:8800/SuanFaZhibo/live6/zgst.php?id=btv4k
东方卫视4K超高清,http://go.061899.xyz/mg/dfws
江苏卫视4K超高清,http://140.210.9.53:8800/SuanFaZhibo/live6/zgst.php?id=js4k
山东卫视4K超高清,http://140.210.9.53:8800/SuanFaZhibo/live6/zgst.php?id=sd4k
湖南卫视4K超高清,http://140.210.9.53:8800/SuanFaZhibo/live6/zgst.php?id=hn4k
